Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
Calumet Beach,06/13/2014 01:00:00 AM,17.8,1.22,1.447,0.109,3,11.1,06/13/2014 1:00 AM,CalumetBeach201406130100
63rd Street Beach,06/13/2014 01:00:00 AM,16.4,1.79,1.678,0.167,4,12,06/13/2014 1:00 AM,63rdStreetBeach201406130100
Montrose Beach,06/13/2014 01:00:00 AM,15.4,3.31,1.616,0.159,6,11.2,06/13/2014 1:00 AM,MontroseBeach201406130100
Osterman Beach,06/13/2014 01:00:00 AM,14.9,3.58,1.281,0.132,3,12.3,06/13/2014 1:00 AM,OstermanBeach201406130100
Ohio Street Beach,06/13/2014 01:00:00 AM,17.4,4.49,1.662,0.117,3,11.5,06/13/2014 1:00 AM,OhioStreetBeach201406130100
Rainbow Beach,06/13/2014 01:00:00 AM,16.9,2.21,1.478,0.206,3,11.9,06/13/2014 1:00 AM,RainbowBeach201406130100
Calumet Beach,06/13/2014 02:00:00 AM,17.6,1.33,1.429,0.089,3,11.1,06/13/2014 2:00 AM,CalumetBeach201406130200
63rd Street Beach,06/13/2014 02:00:00 AM,16.4,1.65,1.68,0.212,3,12,06/13/2014 2:00 AM,63rdStreetBeach201406130200
Montrose Beach,06/13/2014 02:00:00 AM,15.1,2.61,1.537,0.192,2,11.2,06/13/2014 2:00 AM,MontroseBeach201406130200
Osterman Beach,06/13/2014 02:00:00 AM,14.9,3.7,1.213,0.15,2,12.3,06/13/2014 2:00 AM,OstermanBeach201406130200
Ohio Street Beach,06/13/2014 02:00:00 AM,17.3,4.57,1.631,0.148,2,11.5,06/13/2014 2:00 AM,OhioStreetBeach201406130200
Rainbow Beach,06/13/2014 02:00:00 AM,16.9,2.27,1.465,0.244,3,11.9,06/13/2014 2:00 AM,RainbowBeach201406130200
Ohio Street Beach,06/13/2014 04:00:00 AM,17.1,4.35,1.617,0.133,3,11.5,06/13/2014 4:00 AM,OhioStreetBeach201406130400
Rainbow Beach,06/13/2014 04:00:00 AM,16.5,2.51,1.41,0.216,3,11.9,06/13/2014 4:00 AM,RainbowBeach201406130400
Calumet Beach,06/13/2014 06:00:00 AM,17.4,1.53,1.379,0.121,3,11.1,06/13/2014 6:00 AM,CalumetBeach201406130600
63rd Street Beach,06/13/2014 06:00:00 AM,16.1,1.58,1.599,0.159,2,12,06/13/2014 6:00 AM,63rdStreetBeach201406130600
Montrose Beach,06/13/2014 06:00:00 AM,15,3.06,1.511,0.144,3,11.2,06/13/2014 6:00 AM,MontroseBeach201406130600
Osterman Beach,06/13/2014 06:00:00 AM,14.7,3.9,1.192,0.118,3,12.3,06/13/2014 6:00 AM,OstermanBeach201406130600
Ohio Street Beach,06/13/2014 06:00:00 AM,16.9,4.42,1.552,0.127,3,11.5,06/13/2014 6:00 AM,OhioStreetBeach201406130600
Rainbow Beach,06/13/2014 06:00:00 AM,16.3,2.53,1.411,0.202,3,11.9,06/13/2014 6:00 AM,RainbowBeach201406130600
Calumet Beach,06/13/2014 07:00:00 AM,17.3,1.38,1.379,0.108,3,11.1,06/13/2014 7:00 AM,CalumetBeach201406130700
63rd Street Beach,06/13/2014 07:00:00 AM,15.9,1.5,1.602,0.189,3,12,06/13/2014 7:00 AM,63rdStreetBeach201406130700
Montrose Beach,06/13/2014 07:00:00 AM,14.9,2.85,1.564,0.153,2,11.1,06/13/2014 7:00 AM,MontroseBeach201406130700
Osterman Beach,06/13/2014 07:00:00 AM,14.7,3.67,1.25,0.128,2,12.3,06/13/2014 7:00 AM,OstermanBeach201406130700
Ohio Street Beach,06/13/2014 07:00:00 AM,16.8,4.48,1.589,0.115,3,11.5,06/13/2014 7:00 AM,OhioStreetBeach201406130700
Calumet Beach,06/13/2014 08:00:00 AM,17.4,1.37,1.415,0.11,3,11.1,06/13/2014 8:00 AM,CalumetBeach201406130800
63rd Street Beach,06/13/2014 08:00:00 AM,16,1.45,1.631,0.204,3,11.9,06/13/2014 8:00 AM,63rdStreetBeach201406130800
Montrose Beach,06/13/2014 08:00:00 AM,15,2.6,1.554,0.183,2,11.2,06/13/2014 8:00 AM,MontroseBeach201406130800
Osterman Beach,06/13/2014 08:00:00 AM,14.7,3.26,1.225,0.148,3,12.3,06/13/2014 8:00 AM,OstermanBeach201406130800
Ohio Street Beach,06/13/2014 08:00:00 AM,16.8,4.4,1.603,0.144,3,11.5,06/13/2014 8:00 AM,OhioStreetBeach201406130800
Rainbow Beach,06/13/2014 08:00:00 AM,16.3,2.53,1.413,0.244,3,11.9,06/13/2014 8:00 AM,RainbowBeach201406130800
Calumet Beach,06/13/2014 09:00:00 AM,17.5,1.31,1.41,0.124,3,11.1,06/13/2014 9:00 AM,CalumetBeach201406130900
63rd Street Beach,06/13/2014 09:00:00 AM,16.2,1.45,1.658,0.202,3,11.9,06/13/2014 9:00 AM,63rdStreetBeach201406130900
Montrose Beach,06/13/2014 09:00:00 AM,15.1,2.55,1.573,0.185,3,11.2,06/13/2014 9:00 AM,MontroseBeach201406130900
Osterman Beach,06/13/2014 09:00:00 AM,14.9,3.28,1.253,0.147,3,12.3,06/13/2014 9:00 AM,OstermanBeach201406130900
Ohio Street Beach,06/13/2014 09:00:00 AM,17,4.39,1.637,0.143,3,11.5,06/13/2014 9:00 AM,OhioStreetBeach201406130900
Rainbow Beach,06/13/2014 09:00:00 AM,16.4,2.68,1.45,0.222,3,11.9,06/13/2014 9:00 AM,RainbowBeach201406130900
Calumet Beach,06/13/2014 10:00:00 AM,17.7,1.11,1.394,0.121,3,11.1,06/13/2014 10:00 AM,CalumetBeach201406131000
63rd Street Beach,06/13/2014 10:00:00 AM,16.3,1.32,1.643,0.204,3,11.9,06/13/2014 10:00 AM,63rdStreetBeach201406131000
Montrose Beach,06/13/2014 10:00:00 AM,15.3,2.62,1.585,0.179,2,11.2,06/13/2014 10:00 AM,MontroseBeach201406131000
Osterman Beach,06/13/2014 10:00:00 AM,15.2,3.27,1.271,0.147,2,12.3,06/13/2014 10:00 AM,OstermanBeach201406131000
Ohio Street Beach,06/13/2014 10:00:00 AM,17.1,4.29,1.635,0.153,3,11.5,06/13/2014 10:00 AM,OhioStreetBeach201406131000
